Main,Affiliate,wake_state,study_type,bihemispheric_effects_on_main,1_main_to_affiliate_projection,1_main_to_affiliate_projection_strength,1_main_to_affiliate_ref,2_affiliate_to_main_projection,2_affiliate_to_main_projection_strength,2_affiliate_to_main_ref,hierarchichy_level_rel_to_main,hierarchy_evidence,hierarchichal_ref,ROI_label_consistent,Other comments
MSTl,DP,anesthetized,tracer,NR,strong,retrograde from DP injections indicating projections to DP but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTl,7a,anesthetized,tracer,NR,strong,retrograde from 7a injections indicating projections to 7a but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTl,7a,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layers I and IV,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition)
MSTl,7a,anesthetized,tracer,NF,moderate,moderate anterograde signal linked to intermixed layers in PP,Bou90,weak,weak retrograde signal found for intermixed layers in PP,Bou90,equal?,weak evidence in laminar termination,Bou90,No- MSTp and PP,
MSTl,7b,anesthetized,tracer,NR,strong,retrograde from 7b injections indicating projections to 7b but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTl,7b,anesthetized,tracer,NF,absent,,Bou90,strong,strong but inconsistent retrograde tracer ending in mixed layers of MSTp,Bou90,higher,meta-analysis constraints,Fel91,No- MSTp and IPG,
MSTl,PF,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST and PFm/Pfop,indirect measure
MSTl,AIP,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure
MSTl,LIP,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,LIP,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layers I and IV,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition)
MSTl,LIP,anesthetized,tracer,NF,absent,,Bou90,absent,,Bou90,equal,meta-analysis constraints,Fel91,No- MSTp,
MSTl,VIP,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,VIP,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layers I and IV,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition)
MSTl,VIP,anesthetized,tracer,retro?,strong,strong anterograde label found in terminals either in layer 4 or homogeneous,Bou90,strong,strong anterograde label found that stems from supra and infragranular layers,Bou90,equal,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- MSTp,
MSTl,S1,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST and BA 3a/b 1/2,indirect measure
MSTl,S1,anesthetized,tracer,NR,absent,no retrograde from area 1  injections indicating no projections to area 2,Mark14,,,,unknown,na,na,No- MST and area 2,Note same data for MSTl and MSTd
MSTl,5,anesthetized,tracer,NR,moderate,retrograde from area 5 injections indicating projections to area 5 but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTl,FEF,anesthetized,tracer,NR,moderate,retrograde from 8l injections indicating projections to 8l but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and 8l,Note same data for MSTl and MSTd
MSTl,FEF,anesthetized,tracer,NF,,,,present,anterograte tracer from FEF to MST layers I and VI,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,No- MST (but in study differs from MSTd),
MSTl,FEF,anesthetized,tracer,NF,moderate,moderate anterograde projections that are heavier in layer 4 indicating that FST feeds forward to FEF,Bou90,weak,weak retrograde found in infragranular layers indicating FEF feedsback,Bou90,higher,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- MSTp,
MSTl,SEF,anesthetized,DTI tractography,NR,absent,,Rua25,absent,,Rua25,unknown,na,na,"No- MST, BA 8",indirect measure
MSTl,SEF,anesthetized,tracer,NR,moderate,moderate retrograde from area 8m injections indicating projections to 8m,Mark14,,,,unknown,na,na,No- 8m,Note same data for MSTl and MSTd
MSTl,DLPFC,anesthetized,tracer,NR,weak,weak/absent/moderate anterograde from areas 46d/46v/9/10/8B,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and 46d/46v/9/10/8B,Note same data for MSTl and MSTd
MSTl,VLPFC,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST and BA 44,indirect measure
MSTl,M1/F1,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,M1/F1,anesthetized,tracer,NR,moderate,retrograde from F1 injections indicating projections to F1 but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTl,PMd,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,PMd,anesthetized,tracer,NR,moderate,retrograde from F7 injections indicating projections to F7 but no layer data reported,Mark14,,,,unknown,na,na,No- MST and F7,Note same data for MSTl and MSTd
MSTl,PMv,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,PMv,anesthetized,tracer,NR,absent,no retrograde from  F5/ProM  injections indicating no projections to these areas,Mark14,,,,unknown,na,na,No- MST and F5/ProM,Note same data for MSTl and MSTd
MSTl,V6,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTl,PreSMA,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,RSC,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST,indirect measure
MSTl,PCCa,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST and BA 23,indirect measure
MSTl,PCCp,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST and BA 31,indirect measure
MSTl,24c,anesthetized,tracer,NR,moderate,retrograde from 24c injections indicating projections to 24c but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTl,7m,anesthetized,tracer,NR,strong,retrograde from 7m injections indicating projections to 7m but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTl,thalamus,anesthetized,tracer,NR,present,anterograde to pulvinar and reticular nucleus of thalamus,Bou92,present,retrograde FST label to pulvinar,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference);  thamalus is pulvinar and/or reticular nucleus of thalamus,Note that subcortex does not have hierarchical or laminar criteria
MSTl,claustrum,anesthetized,tracer,NR,present,anterograde to claustrum,Bou92,present,retrograde to claustrum,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference),Note that subcortex does not have hierarchical or laminar criteria
MSTl,striatum,anesthetized,tracer,NR,present,anterograde to striatum (basal ganglia) including caudate and putamen,Bou92,absent,no retrograde tracer to striatum (basal ganglia),Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference); striatum is caudate and/or putamen,Note that subcortex does not have hierarchical or laminar criteria
MSTl,basalfore,anesthetized,tracer,NR,absent,no anterograde tracer to basal forebrain,Bou92,absent,no retrograde tracer to basal forebrain,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference),Note that subcortex does not have hierarchical or laminar criteria
MSTl,pretectum,anesthetized,tracer,NR,present,anterograde tracer to nucleus of optic tract (NOT) but not to lateral terminal nucleus (LTN)-pretuctum also known as acessory optic system,Bou92,absent,no retrograde tracer to nucleus of optic tract (NOT) or lateral terminal nucleus (LTN),Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference);  pretuctum is nucleus of optic tract and/or lateral terminal nucleus,Note that subcortex does not have hierarchical or laminar criteria- also note no projections to LTN for MST unlike FST
MSTl,SC,anesthetized,tracer,NR,absent,no anterograde tracer,Bou92,absent,no retrograde tracer,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference),Note that subcortex does not have hierarchical or laminar criteria
MSTl,pons,anesthetized,tracer,NR,present,anterograde tracer found in pontine nuclei,Bou92,absent,no retrograde tracer found in pontine nuclei,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference); pons is pontine nuclei,Note that subcortex does not have hierarchical or laminar criteria
MSTd,V1,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,V1,anesthetized,tracer,NR,strong,retrograde from V1 injections indicating projections to V1 but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,V1,anesthetized,tracer,NF,absent,,Bou90,absent,,Bou90,lower,meta-analysis constraints,Fel91,No- MSTc,
MSTd,V2,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,V2,anesthetized,tracer,NR,moderate,retrograde from V2 injections indicating projections to V2 but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,V2,anesthetized,tracer,NF,moderate,moderate anterograde projections whose terminals avoid layer 4 indicating feedback to V2,Bou90,moderate,moderate retrograde signals from V2 to MST that come from supragranular layers in V2 indicating feedback from MST,Bou90,lower,laminar termination,Bou90,No- MSTc,
MSTd,V3,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,V3,anesthetized,tracer,NF,absent,,Bou90,absent,weak and inconsistent retrograde to FST traces to V3d supragranular layers which could indicate feedback to this area,Bou90,lower,meta-analysis constraints,Fel91,No- MSTc,
MSTd,V3A,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,V3A,anesthetized,tracer,antero and retro,moderate,anterograde tracer avoiding layer 4 in V3A consistent with feedback to this area,Bou90,moderate,moderate retrograde signals stemming from supra- and infra-granular layers in V3A indicating V3A is feedforward to MST,Bou90,lower,laminar termination,Bou90,No- MSTc,
MSTd,V4,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,V4,anesthetized,tracer,NR,moderate,retrograde from V4 injections indicating projections to V4 but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,V4,anesthetized,tracer,NF,absent,,Bou90,absent,,Bou90,lower,meta-analysis constraints,Fel91,No- MSTc,
MSTd,V4,anesthetized,tracer,NR,present,weak,Ung08,inconsistent,"However, this connection should be considered a weak and inconsistent one, inasmuch it was not found in most of our cases and it was not reported previously in a study of the connections of MST (Boussaoud et al. 1990). The present study suggests that the connection may arise mainly from the far periphery of V4 (see Table 2).",Ung08,lower,weak evidence in laminar termination but found in meta-analysis constraints,Ung08 and Fel91,No- MST,
MSTd,VOT,anesthetized,tracer,NR,moderate,retrograde from TEO injections indicating projections to TEO but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST and TEO,Note same data for MSTl and MSTd
MSTd,V4t,anesthetized,tracer,NF,weak,weak anterograde signal from MST that avoids layer 4 in V4t indicative of possible feedback,Bou90,absent,,Bou90,lower,weak evidence in laminar termination but found in meta-analysis constraints,Bou90 and Fel91,No- MSTc,
MSTd,MT,anesthetized,tracer,NR,moderate,retrograde from MT injections indicating projections to MT but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,MT,anesthetized,tracer,antero and retro,strong,strong anterograde signal to MT avoiding layer 4 supporting feedback,Bou90,,strong retrograde signals linked to supragranular and infragranular layers in MT suggesting MT forwards signals,Bou90,lower,laminar termination,Bou90,No- MSTc,
MSTd,FST,anesthetized,tracer,NF,strong,strong anterograde signal to FST that is mixed in layer distribution but sometimes avoiding layer 4 (could indicate some feedback signals to FST),Bou90,strong,strong retrograde signals sometimes intermixed in layers and other times concentrated in supragranular layers which could indicate equal levels or feedback to FST,Bou90,equal,weak evidence in laminar termination but found in meta-analysis constraints,Bou90 and Fel91,No- MSTc,
MSTd,PITd,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST and STS,indirect measure. Note same data for MSTl and MSTd. Same data for PITd/CITd/AITd.
MSTd,PITd,anesthetized,tracer,NF,absent,,Bou90,weak,weak retrograde tracer found in supragranular layers,Bou90,equal,meta-analysis constraints,Fel91,no- TEO,This row is duplicated to apply to PITv since the activity is not restricted to dorsal
MSTd,PITd,anesthetized,tracer,NR,weak,retrograde from TEpd injections indicating projections to TEpd but no layer data reported,Mark14,,,,equal,meta-analysis constraints,Fel91,No- MST and Tepd,Note same data for MSTl and MSTd then PITd repeated for CITd for Tepd
MSTd,PITv,anesthetized,tracer,NF,absent,,Bou90,weak,weak retrograde tracer found in supragranular layers,Bou90,equal,meta-analysis constraints,Fel91,no- TEO,This row is duplicated to apply to PITd since the activity is not restricted to ventral
MSTd,CITd,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST and STS,indirect measure. Note same data for MSTl and MSTd. Same data for PITd/CITd/AITd.
MSTd,CITd,anesthetized,tracer,NR,weak,retrograde from TEpd injections indicating projections to TEpd but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and Tepd,Note same data for MSTl and MSTd then PITd repeated for CITd for Tepd
MSTd,CITd,anesthetized,tracer,retro,weak,weak anterograde tracer in Ipa Tea and TEm that target layer 4 suggesting feedforward signal to those areas,Bou90,inconsistent,inconsistent retrograde tracer that is intermixed layers target,Bou90,higher,meta-analysis constraints,Fel91,no- MSTc then Ipa TEa and Tem,Note these areas are defined as long narrow strips but activation shown is restricted to the first half to two thirds of the region so considering this CITd and not AITd
MSTd,CITv,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST and TE,indirect measure. Note same data for MSTl and MSTd. Same data for AITv/CITv.
MSTd,CITv,anesthetized,tracer,NF,absent,,Bou90,absent,,Bou90,higher,meta-analysis constraints,Fel91,no- TE then MSTc,
MSTd,PO,anesthetized,tracer,retro,moderate,anterograde tracer avoiding layer 4 in PO consistent with feedback to this area,Bou90,moderate,moderate retrograde tracer found in supra-granular layers consistent with FF input to MST,Bou90,lower,laminar termination,Bou90,No- MSTc,
MSTd,AITd,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST and STS,indirect measure. Note same data for MSTl and MSTd. Same data for PITd/CITd/AITd.
MSTd,AITv,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST and TE,indirect measure. Note same data for MSTl and MSTd. Same data for AITv/CITv.
MSTd,7a,anesthetized,tracer,NR,strong,retrograde from 7a injections indicating projections to 7a but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,7a,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layer IV plus some spread,Sel96,lower,laminar termination,Sel96,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition); also note that Felleman hierarchy places 7a as higher
MSTd,7a,anesthetized,tracer,antero and retro,weak,weak tracer from MSTd to PP linked to homogenous layers including 4,Bou90,strong,strong retrograde signals from PP to MSTd intermixed layers,Bou90,higher,weak evidence in laminar termination but found in meta-analysis constraints,Bou90 and Fel91,No- MSTc and PP,Note that 7a does not correspond to PP exactly
MSTd,7a,,tracer,Y,present,"7a projects largely to the anterior bank of the sulcus, including areas MST",And90,present,"The anterograde terminal labelling was densest in layers I, V, and VI of area MST, although labelling was also seen in the other layers.",And90,lower,laminar termination,And90,No- MST,Laminar data consistent with hierarchy in Fel91
MSTd,7b,anesthetized,tracer,NR,strong,retrograde from 7b injections indicating projections to 7b but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,7b,anesthetized,tracer,retro,moderate,moderate anterograde tracer ending in homogenous layers,Bou90,strong,strong retrograde label found in supra and infragranular layers of IPG suggesting MSTd sends feedback to IPG,Bou90,higher,laminar termination and meta-analysis constraints,Bou90 and Fel91,No-MSTc and IPG,
MSTd,7b,,tracer,NR,present,In all cases there was label in the posterior and dorsal aspect of area MST although again it is unclear if this is due to diffusion away from the injection site. One indication that this may not be a diffusion artifact is that none of the numerous visual areas known to connect to areas MST and 7a were labelled,And90,present,"7b retrograde labeling  in MST was strongest in layers VI and I, then V, then I1 and 111 (feedback and suggest that area 7b receives ascending inputs)",And90,higher,laminar termination,And90,No- MST,In all cases there was label in the posterior and dorsal aspect of area MST and Labelling in MST was strongest in layers VI and I then V then II and III Both patterns of label are feedback
MSTd,PF,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST and PFm/Pfop,indirect measure
MSTd,STPp,anesthetized,tracer,NR,strong,retrograde from STPi/STPc injections indicating projections to these areas but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and STPi/STPc,Note same data for MSTl and MSTd
MSTd,STPp,anesthetized,tracer,retro,moderate,moderate anterograde tracer that contains heavy cells that target layer 4 (suggesting MSTd is feeding forward signal),Bou90,strong,strong retrograde tracer that targets supra and infragranular layers suggesting mixed feedforward and feedback to MSTl,Bou90,higher,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- TPO and Pga - MSTc,In Bou90 TTAa TPO and PGa are all in STP generally but TAa has little to no signal. Rough average of TPO and PGa implies moderate connections. Note that STPp logged here instead of STPa because graphics illustrate only the first half to two thirds of STP showing signal (from posterior to anterior)
MSTd,STPa,anesthetized,tracer,NR,strong,retrograde from STPr injections indicating projections to STPr but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and STPr,Note same data for MSTl and MSTd
MSTd,STGp,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST and A1,indirect measure. Note same data for MSTl and MSTd
MSTd,STGa,anesthetized,tracer,NR,moderate,retrograde from PBr injections indicating projections to PBr but no layer data reported,Mark14,,,,unknown,na,na,No- MST and PBr,Note same data for MSTl and MSTd
MSTd,insula,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,DP,anesthetized,tracer,NR,strong,retrograde from DP injections indicating projections to DP but no layer data reported,Mark14,,,,lower,meta-analysis constraints,Fel91,No- MST,Note same data for MSTl and MSTd
MSTd,DP,anesthetized,tracer,retro,weak,anterograde tracer involved mixed layer connections indicating not straightforward feedforward vs feedback,Bou90,moderate,Moderate retrograde signal mainly in supra-granular but also infragranular which are signatures that DP feedsforward to MSTd,Bou90,lower,laminar termination,Bou90,No- MSTc,
MSTd,DP,,tracer,NR,present,weak retrograde tracer in MST for DP injection difficult to determine relative strengths of laminar,And90,present,extensive anterograde tracer in MST for DP injection,And90,lower,meta-analysis constraints,Fel91,No- MST,
MSTd,AIP,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,lower,meta-analysis constraints,Fel91,No- MST,indirect measure
MSTd,LIP,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,LIP,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layer IV plus some spread,Sel96,lower,laminar termination,Sel96,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition); note that Felleman places LIP on same level as MSTd
MSTd,LIP,,tracer,NR,present,anterograde tracer injection described: Area MST had its densest labelling in layer IV followed by I III and VI respectively.. These patterns of label are consistent with a feedforward pattern and suggest that areas 7a and MST lie above area LIP in the cortical hierarchy.,And90,,,,higher,laminar termination,And90,No- MST,
MSTd,LIP,anesthetized,tracer,NF,strong,strong anterograde signal in LIP homogeneously distributed,Bou90,strong,strong retrograde tracer targeting supra and infragranular layers,Bou90,equal,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- MSTc,
MSTd,VIP,anesthetized,DTI tractography,NR,strong,,Rua25,strong,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,VIP,anesthetized,tracer,NR,,,,present,anterograde tracer terminated in layer IV plus some spread,Sel96,lower,laminar termination,Sel96,No- dorsal prearcuate cortex,Note that this is duplicated for 7a and LIP ad VIP (possibly would contain PO and MIP but more liberal definition); note that Felleman places VIP on same level as MSTd
MSTd,VIP,anesthetized,tracer,retro,strong,strong anterograde tracer to all layers including layer 4,Bou90,strong,strong retrograde label found from supra- and infragranular layers,Bou90,equal,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- MSTc,
MSTd,S1,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST and BA 3a/b 1/2,indirect measure
MSTd,S1,anesthetized,tracer,NR,absent,no retrograde from area 1  injections indicating no projections to area 2,Mark14,,,,unknown,na,na,No- MST and area 2,Note same data for MSTl and MSTd
MSTd,5,anesthetized,tracer,NR,moderate,retrograde from area 5 injections indicating projections to area 5 but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTd,FEF,anesthetized,tracer,NR,moderate,retrograde from 8l injections indicating projections to 8l but no layer data reported,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and 8l,Note same data for MSTl and MSTd
MSTd,FEF,anesthetized,tracer,NF,,,,present,anterograte tracer from FEF to MSTd layers I and VI,Sel96,higher,laminar termination and meta-analysis constraints,Sel96 and Fel91,Yes,
MSTd,FEF,anesthetized,tracer,NF,weak,weak anterograde tracer mainly in layer 4 indicating that MST feedsforward to FEF,Bou90,strong,strong retrograde tracer found in infragranular layers indicating FEF sends feedback to MST,Bou90,higher,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- MSTc,
MSTd,SEF,anesthetized,DTI tractography,NR,absent,,Rua25,absent,,Rua25,unknown,na,na,"No- MST, BA 8",indirect measure
MSTd,SEF,anesthetized,tracer,NR,moderate,moderate retrograde from area 8m injections indicating projections to 8m,Mark14,,,,unknown,unknown,na,No- 8m,Note same data for MSTl and MSTd
MSTd,DLPFC,anesthetized,tracer,NR,weak,weak/absent/moderate anterograde from areas 46d/46v/9/10/8B,Mark14,,,,higher,meta-analysis constraints,Fel91,No- MST and 46d/46v/9/10/8B,Note same data for MSTl and MSTd
MSTd,VLPFC,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST and BA 44,indirect measure
MSTd,M1/F1,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,M1/F1,anesthetized,tracer,NR,moderate,retrograde from F1 injections indicating projections to F1 but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTd,PMd,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,PMd,anesthetized,tracer,NR,moderate,retrograde from F7 injections indicating projections to F7 but no layer data reported,Mark14,,,,unknown,na,na,No- MST and F7,Note same data for MSTl and MSTd
MSTd,PMv,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,PMv,anesthetized,tracer,NR,absent,no retrograde from  F5/ProM  injections indicating no projections to these areas,Mark14,,,,unknown,na,na,No- MST and F5/ProM,Note same data for MSTl and MSTd
MSTd,TG,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,TF,anesthetized,tracer,NF,absent,,Bou90,strong,moderate to strong retrograde tracer in supragranular or supra and infragranular layers of TF indicating possible feedback to MST,Bou90,higher,laminar termination and meta-analysis constraints,Bou90 and Fel91,No- MSTc,
MSTd,V6,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure. Note same data for MSTl and MSTd
MSTd,PreSMA,anesthetized,DTI tractography,NR,weak,,Rua25,weak,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,RSC,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST,indirect measure
MSTd,PCCa,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST and BA 23,indirect measure
MSTd,PCCp,anesthetized,DTI tractography,NR,moderate,,Rua25,moderate,,Rua25,unknown,na,na,No- MST and BA 31,indirect measure
MSTd,24c,anesthetized,tracer,NR,moderate,retrograde from 24c injections indicating projections to 24c but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTd,7m,anesthetized,tracer,NR,strong,retrograde from 7m injections indicating projections to 7m but no layer data reported,Mark14,,,,unknown,na,na,No- MST,Note same data for MSTl and MSTd
MSTd,thalamus,anesthetized,tracer,NR,present,anterograde to pulvinar and reticular nucleus of thalamus,Bou92,present,retrograde FST label to pulvinar,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference);  thamalus is pulvinar and/or reticular nucleus of thalamus,Note that subcortex does not have hierarchical or laminar criteria
MSTd,claustrum,anesthetized,tracer,NR,present,anterograde to claustrum,Bou92,present,retrograde to claustrum,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference),Note that subcortex does not have hierarchical or laminar criteria
MSTd,striatum,anesthetized,tracer,NR,present,anterograde to striatum (basal ganglia) including caudate and putamen,Bou92,absent,no retrograde tracer to striatum (basal ganglia),Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference); striatum is caudate and/or putamen,Note that subcortex does not have hierarchical or laminar criteria
MSTd,basalfore,anesthetized,tracer,NR,absent,no anterograde tracer to basal forebrain,Bou92,absent,no retrograde tracer to basal forebrain,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference),Note that subcortex does not have hierarchical or laminar criteria
MSTd,pretectum,anesthetized,tracer,NR,present,anterograde tracer to nucleus of optic tract (NOT) but not to lateral terminal nucleus (LTN)-pretuctum also known as acessory optic system,Bou92,absent,no retrograde tracer to nucleus of optic tract (NOT) or lateral terminal nucleus (LTN),Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference);  pretuctum is nucleus of optic tract and/or lateral terminal nucleus,Note that subcortex does not have hierarchical or laminar criteria- also note no projections to LTN for MST unlike FST
MSTd,SC,anesthetized,tracer,NR,absent,no anterograde tracer,Bou92,absent,no retrograde tracer,Bou92,na,na,na,No-MST (they combine MSTc and MSTp in this study due to no difference),Note that subcortex does not have hierarchical or laminar criteria
